Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Course,Fathers_occupation,Previous_qualification_grade,Curricular_units_1st_sem_grade,Admission_grade,Target
2,12.6,9500,1,150.0,11.29444444,140.0,Graduate
4,12.5,9254,6,121.0,11.2,116.1,Graduate
0,0.0,171,9,120.0,0.0,130.0,Dropout
5,11.8,9070,10,143.0,13.2,146.2,Graduate
6,14.125,9119,8,180.0,14.14285714,180.0,Enrolled
0,0.0,9147,3,132.0,0.0,127.8,Dropout
3,13.33333333,9147,8,130.0,0.0,130.8,Enrolled
3,10.57142857,9147,7,133.1,12.33333333,109.0,Enrolled
0,0.0,9773,5,131.0,0.0,132.4,Dropout
7,13.1,9500,4,149.0,13.1,129.3,Graduate
6,13.16666667,9070,9,124.0,13.5,125.4,Graduate
3,12.0,9119,5,126.0,10.2,130.2,Enrolled
3,13.0,9238,9,140.0,11.57142857,132.0,Dropout
6,15.16666667,9003,7,170.0,15.28571429,170.0,Graduate
8,11.0,9773,4,133.0,12.6,130.2,Enrolled
4,13.6,9556,2,126.0,13.43333333,115.5,Graduate
3,11.0,9147,9,129.0,11.6,127.6,Dropout
6,13.5,9773,8,140.0,14.66666667,140.0,Graduate
6,14.66666667,9070,8,130.0,14.66666667,120.2,Graduate
7,12.74285714,9500,9,130.0,12.74285714,150.0,Graduate
7,13.12857143,9500,10,99.0,11.975,100.0,Graduate
3,11.66666667,9119,3,146.0,12.25,100.0,Enrolled
0,0.0,171,6,129.0,0.0,128.0,Dropout
7,14.93571429,9500,7,132.0,14.93571429,128.0,Graduate
4,10.0,9254,9,110.0,10.5,107.2,Dropout
5,13.0,9670,3,116.0,13.33333333,110.1,Graduate
0,0.0,9003,6,119.0,0.0,119.0,Dropout
4,14.0,9773,3,120.0,13.8,155.5,Dropout
4,10.75,9070,9,117.0,11.83333333,118.4,Graduate
0,0.0,171,8,137.0,0.0,141.2,Graduate
0,0.0,171,2,124.0,0.0,119.1,Dropout
0,0.0,9147,1,151.0,10.0,111.0,Dropout
3,11.66666667,9254,0,138.6,11.5,138.6,Dropout
4,12.0,9254,7,118.0,10.66666667,121.2,Enrolled
0,0.0,171,8,136.0,0.0,150.4,Graduate
2,13.0,9254,4,123.0,12.75,117.8,Enrolled
0,0.0,9254,5,133.1,0.0,102.5,Dropout
3,11.33333333,9130,144,130.0,11.33333333,110.0,Enrolled
0,0.0,9085,8,133.1,0.0,138.3,Enrolled
5,12.2,9254,4,150.0,13.0,122.3,Graduate
3,11.33333333,9991,9,130.0,10.75,127.8,Enrolled
2,10.5,9119,7,128.0,12.0,100.0,Enrolled
8,13.90625,9500,7,133.0,13.46285714,126.4,Graduate
1,10.0,9254,90,133.1,10.0,100.0,Dropout
6,13.66666667,9238,8,129.0,12.33333333,117.1,Graduate
6,12.41666667,9500,5,128.0,12.52857143,124.7,Enrolled
0,0.0,9500,10,136.0,0.0,124.1,Enrolled
0,0.0,9119,8,130.0,0.0,129.4,Dropout
4,13.25,9130,10,141.0,13.6,138.9,Graduate
2,14.0,9238,3,140.0,12.33333333,138.6,Dropout
7,12.25,171,7,122.0,11.45454545,133.9,Dropout
5,14.4,9085,2,140.0,13.5,140.0,Dropout
0,0.0,9119,0,133.1,0.0,95.1,Dropout
0,0.0,9991,5,120.0,11.0,128.2,Dropout
5,14.33333333,9254,6,133.1,13.71428571,121.5,Dropout
12,12.25,33,6,120.0,12.36363636,120.0,Dropout
2,11.5,9003,2,130.0,10.66666667,130.0,Enrolled
3,12.66666667,9070,2,120.0,12.0,120.0,Dropout
6,13.16666667,8014,6,133.1,12.85714286,107.0,Graduate
6,12.71428571,9670,4,122.0,13.125,116.1,Enrolled
2,11.5,9147,4,123.0,0.0,114.4,Dropout
0,0.0,9254,3,178.0,13.5,157.7,Dropout
10,15.0,9003,9,130.0,15.09090909,150.0,Dropout
5,11.8,9853,4,110.0,12.4,114.3,Enrolled
4,14.8,9085,5,106.0,14.0,104.6,Enrolled
1,13.0,9003,4,140.0,13.5,140.0,Dropout
0,0.0,9147,4,108.0,0.0,109.1,Dropout
3,10.66666667,9500,4,120.0,12.65,120.6,Dropout
0,0.0,9991,1,100.0,0.0,161.9,Dropout
0,0.0,9991,99,140.0,0.0,140.0,Dropout
5,12.8,9070,10,133.1,13.33333333,178.0,Graduate
5,11.14285714,9991,5,133.1,11.33333333,138.3,Dropout
0,0.0,8014,0,140.0,0.0,128.0,Dropout
0,0.0,171,9,100.0,0.0,139.0,Dropout
2,10.5,9991,2,123.0,11.66666667,113.2,Dropout
6,14.42857143,8014,6,133.1,12.16666667,139.0,Graduate
4,12.75,9773,3,135.0,13.33333333,110.0,Graduate
3,11.0,9070,9,132.0,11.4,136.6,Enrolled
0,0.0,8014,5,120.0,12.14285714,161.1,Dropout
12,12.30769231,9003,2,130.0,13.05882353,130.0,Graduate
4,10.5,9003,6,140.0,11.75,140.0,Enrolled
5,10.0,9254,9,133.1,11.83333333,121.0,Dropout
10,11.8,9238,2,120.0,12.4,118.6,Graduate
4,11.5,9070,4,140.0,13.42857143,138.3,Enrolled
0,0.0,9147,9,133.1,0.0,115.8,Dropout
5,13.4,9991,8,120.0,11.0,160.0,Graduate
6,14.42857143,9254,3,125.0,13.625,114.5,Graduate
2,11.5,9119,5,136.0,11.8,117.5,Enrolled
0,0.0,9991,7,133.1,0.0,121.7,Dropout
2,13.5,9119,2,120.0,15.0,115.0,Dropout
5,11.0,9238,10,127.0,10.8,125.3,Graduate
3,11.33333333,9147,90,131.0,13.66666667,131.0,Dropout
6,13.33333333,9773,9,127.0,12.83333333,126.3,Graduate
0,0.0,171,9,132.0,0.0,127.1,Dropout
6,13.42857143,9670,7,137.0,15.125,138.4,Graduate
1,10.0,9147,3,126.0,0.0,100.0,Dropout
5,11.0,9238,2,136.0,11.4,126.2,Graduate
6,11.0,9238,4,124.0,12.25,118.8,Graduate
0,0.0,9254,10,137.0,0.0,124.5,Dropout
1,14.0,9119,2,140.0,14.0,140.0,Enrolled
5,10.8,9070,7,131.0,12.33333333,125.1,Enrolled
2,11.0,9147,9,130.0,10.66666667,118.8,Enrolled
5,14.71428571,9119,3,136.0,11.83333333,125.2,Enrolled
0,0.0,9147,8,133.1,0.0,95.0,Dropout
6,12.16666667,9070,9,110.0,11.66666667,107.6,Enrolled
0,0.0,9130,3,140.0,13.0,140.0,Dropout
0,0.0,9991,9,133.1,0.0,125.4,Dropout
0,0.0,9500,90,141.0,0.0,128.0,Dropout
5,14.2,9119,3,130.0,13.0,129.3,Graduate
6,14.0,9238,9,160.0,13.85714286,152.0,Graduate
8,12.4875,9500,9,140.0,13.39166667,128.8,Graduate
0,0.0,9147,4,150.0,12.75,152.8,Dropout
5,14.6,9130,6,150.0,14.5,150.0,Graduate
6,12.16666667,9238,4,133.1,12.16666667,112.0,Graduate
5,15.6,9130,8,152.0,15.4,135.6,Dropout
2,16.0,9119,3,133.1,13.33333333,134.4,Dropout
0,0.0,9991,3,130.0,0.0,120.5,Dropout
0,0.0,9070,8,148.0,0.0,141.4,Dropout
6,14.71428571,9254,8,148.0,13.71428571,145.2,Graduate
0,0.0,9238,2,130.0,12.25,140.0,Dropout
4,16.5,9070,2,160.0,16.0,100.0,Enrolled
1,13.0,9991,9,130.0,11.0,140.0,Dropout
7,14.08571429,9500,9,110.0,14.08571429,126.0,Enrolled
6,10.5,9238,2,122.0,10.16666667,112.6,Graduate
0,0.0,9119,9,110.0,10.0,106.8,Dropout
1,10.0,9119,9,129.0,0.0,121.6,Enrolled
3,10.66666667,9991,4,110.0,10.5,120.0,Dropout
0,0.0,171,2,170.0,0.0,160.6,Graduate
0,0.0,9070,10,110.0,0.0,130.0,Dropout
0,0.0,8014,0,110.0,0.0,110.0,Dropout
0,0.0,9003,7,133.1,0.0,110.0,Dropout
5,12.4,9003,10,133.1,13.33333333,145.8,Graduate
0,0.0,171,4,126.0,0.0,130.2,Dropout
6,14.33333333,9670,9,137.0,13.57142857,122.3,Graduate
6,11.16666667,9070,3,117.0,12.83333333,125.4,Graduate
5,11.2,9991,4,100.0,10.25,130.0,Dropout
0,0.0,9130,9,120.0,0.0,150.0,Dropout
3,13.33333333,9119,9,126.0,14.5,116.9,Dropout
5,13.71428571,9119,9,122.0,15.8,114.7,Enrolled
0,0.0,9003,10,111.0,0.0,95.8,Dropout
3,14.66666667,9119,4,139.0,12.5,133.1,Enrolled
12,11.5,9003,1,150.0,11.66666667,150.0,Graduate
5,13.0,9991,4,116.0,13.0,118.5,Graduate
8,11.50625,9500,2,130.0,12.12142857,131.1,Graduate
7,13.75,9085,8,150.0,14.22222222,150.3,Graduate
4,13.25,9670,8,132.0,12.5,120.5,Enrolled
5,15.28571429,9119,3,108.0,12.16666667,105.6,Graduate
0,0.0,9670,3,133.1,0.0,125.3,Dropout
6,11.5,9254,9,120.0,12.66666667,131.0,Graduate
7,13.61428571,9500,9,146.0,13.61428571,127.0,Graduate
10,14.3,9130,6,150.0,12.85714286,150.0,Graduate
5,14.2,9130,2,160.0,14.0,149.2,Graduate
5,11.8,9670,9,125.0,14.75,121.5,Graduate
0,0.0,9085,90,125.0,0.0,137.3,Dropout
6,14.28571429,9670,3,122.0,13.625,119.6,Graduate
0,0.0,171,3,138.0,0.0,141.5,Graduate
4,11.875,9003,6,150.0,11.8,150.0,Dropout
6,14.6,9003,2,140.0,15.125,110.0,Graduate
2,10.5,9254,3,113.0,11.5,110.2,Dropout
1,11.0,9119,7,139.0,10.0,110.3,Enrolled
0,0.0,9773,3,133.1,0.0,120.0,Dropout
5,12.8,9147,9,118.0,10.33333333,114.2,Graduate
2,11.66666667,9119,5,140.0,0.0,140.0,Enrolled
4,12.5,9003,9,144.0,12.0,132.8,Enrolled
6,14.5,9773,7,125.0,13.83333333,121.5,Graduate
11,11.90909091,171,4,131.0,12.15384615,127.2,Enrolled
6,13.66666667,9130,8,131.0,14.0,128.2,Graduate
5,13.8,9773,6,140.0,16.5,133.4,Enrolled
3,13.33333333,9130,5,133.1,18.0,120.0,Dropout
5,11.77777778,9003,5,140.0,11.28571429,140.0,Enrolled
0,0.0,171,2,139.0,0.0,136.9,Graduate
0,0.0,171,5,125.0,0.0,117.0,Enrolled
6,12.0,9670,5,117.0,14.0,110.7,Enrolled
3,12.0,9130,5,150.0,13.75,160.0,Enrolled
5,11.0,9670,8,95.0,13.25,95.0,Dropout
4,14.75,9147,3,150.0,14.25,148.8,Graduate
0,0.0,9147,9,120.0,0.0,110.0,Dropout
3,11.33333333,9991,2,136.0,11.25,133.9,Dropout
6,12.5,9130,7,133.0,13.5,125.7,Graduate
6,12.85714286,9254,7,125.0,12.66666667,116.6,Graduate
6,12.33333333,9070,7,127.0,15.16666667,141.0,Graduate
5,15.14285714,9119,4,130.0,13.16666667,130.0,Dropout
9,11.44444444,9003,9,130.0,11.8,130.0,Enrolled
0,0.0,9119,5,127.0,11.5,115.8,Enrolled
6,11.33333333,9070,0,140.0,14.5,140.0,Graduate
3,10.66666667,9773,2,125.0,13.4,126.1,Enrolled
0,0.0,171,7,135.0,0.0,137.5,Graduate
2,12.5,9147,5,132.0,10.8,120.8,Dropout
0,0.0,9238,5,110.0,0.0,136.5,Dropout
4,12.0,9003,1,130.0,11.42857143,122.0,Dropout
10,11.6,9003,4,130.0,12.5,130.0,Dropout
3,12.33333333,9147,5,135.0,13.5,126.3,Enrolled
0,0.0,9254,5,133.1,0.0,98.0,Dropout
5,11.5,9147,5,135.0,12.75,121.0,Graduate
3,12.33333333,9773,7,128.0,11.33333333,124.2,Enrolled
0,0.0,9003,5,140.0,0.0,130.0,Dropout
5,12.4,9773,4,135.0,11.4,136.1,Enrolled
6,14.57142857,9773,3,131.0,14.42857143,132.8,Graduate
8,11.7125,9500,5,131.0,12.49285714,126.3,Graduate
4,11.0,8014,1,100.0,11.5,111.5,Dropout
5,12.8,9991,9,140.0,11.2,118.2,Graduate
3,11.0,9147,3,124.0,12.0,115.6,Dropout
7,15.88571429,9500,10,130.0,15.88571429,117.8,Graduate
4,11.58,9500,9,142.0,12.94,127.0,Dropout
6,14.16666667,8014,9,150.0,14.0,140.0,Graduate
0,0.0,171,7,110.0,0.0,106.0,Graduate
0,0.0,9500,5,110.0,0.0,151.0,Dropout
0,0.0,9991,2,112.0,0.0,106.4,Dropout
3,11.0,9991,9,100.0,11.25,125.3,Dropout
0,0.0,9119,90,130.0,0.0,130.0,Dropout
0,0.0,8014,90,133.1,11.25,116.0,Dropout
4,12.5,9991,9,150.0,10.66666667,120.0,Enrolled
3,10.66666667,8014,0,100.0,11.8,100.0,Graduate
10,11.18181818,9147,9,130.0,11.625,118.5,Graduate
0,0.0,9238,5,129.0,0.0,118.9,Dropout
4,11.25,9070,9,127.0,10.25,119.3,Dropout
14,11.35714286,9991,9,140.0,10.8,135.8,Graduate
11,12.66666667,171,9,130.0,12.54545455,130.0,Graduate
5,13.4,9003,144,133.1,13.57142857,129.8,Enrolled
0,0.0,9085,10,140.0,0.0,150.0,Dropout
0,0.0,9991,5,133.1,0.0,111.9,Dropout
5,12.2,9003,9,120.0,14.77777778,150.1,Graduate
0,0.0,9003,8,133.1,0.0,130.0,Dropout
0,0.0,9119,5,120.0,0.0,128.0,Dropout
0,0.0,9147,9,133.1,0.0,102.5,Dropout
0,0.0,9991,9,133.1,0.0,102.5,Dropout
5,11.6,9670,9,100.0,11.4,110.0,Graduate
6,10.85714286,9003,10,133.1,11.66666667,114.0,Dropout
5,13.0,9119,0,120.0,11.28571429,128.2,Dropout
5,12.6,9773,3,128.0,11.5,116.5,Graduate
5,16.0,9991,9,172.0,16.0,149.3,Graduate
6,12.66666667,9773,7,146.0,12.5,134.1,Dropout
3,13.0,9119,7,135.0,12.0,126.6,Enrolled
3,11.66666667,9085,7,160.0,0.0,120.0,Enrolled
5,12.6,9119,8,150.0,13.0,133.5,Graduate
12,12.08333333,9003,6,130.0,13.71428571,110.0,Graduate
3,12.5,9119,5,111.0,12.33333333,107.5,Dropout
10,12.7,9003,7,130.0,12.72727273,130.0,Dropout
0,0.0,9670,0,170.0,14.0,111.6,Dropout
0,0.0,9147,7,133.1,0.0,101.0,Dropout
3,11.0,8014,6,100.0,11.4,108.3,Enrolled
1,10.0,9670,0,120.0,0.0,128.2,Dropout
12,17.69230769,9003,6,110.0,18.875,150.0,Graduate
0,0.0,9853,0,133.1,0.0,142.8,Dropout
4,12.6,9500,9,120.0,11.33333333,100.0,Enrolled
5,16.2,9991,6,150.0,13.5,150.0,Dropout
3,10.0,9254,10,133.1,15.0,156.5,Graduate
0,0.0,9119,4,120.0,0.0,98.6,Dropout
5,12.8,9991,9,130.0,14.22222222,130.0,Dropout
0,0.0,171,9,130.0,0.0,118.1,Enrolled
0,0.0,9003,10,100.0,12.0,120.0,Dropout
4,12.0,9085,9,142.0,12.6,127.7,Graduate
11,13.08333333,171,9,130.0,15.08333333,130.0,Enrolled
0,0.0,9119,5,148.0,0.0,147.7,Dropout
6,15.3,9003,5,170.0,14.5,170.0,Graduate
6,13.5,9070,7,110.0,14.5,110.2,Graduate
1,13.0,9147,8,166.0,10.0,146.4,Enrolled
0,0.0,9119,5,135.0,0.0,121.0,Dropout
5,13.2,9147,9,133.0,11.6,129.9,Graduate
0,0.0,9773,4,133.1,11.75,132.0,Dropout
0,0.0,9254,6,121.0,0.0,125.9,Dropout
0,0.0,171,2,159.0,0.0,165.7,Dropout
0,0.0,9254,9,130.0,0.0,122.7,Dropout
4,11.8,9991,9,121.0,11.25,141.4,Dropout
0,0.0,9130,10,133.1,11.57142857,156.4,Dropout
1,16.0,9119,9,146.0,10.0,148.5,Enrolled
6,12.3,9003,1,140.0,13.83333333,140.0,Enrolled
3,12.66666667,9070,7,125.0,12.75,131.7,Dropout
0,0.0,9147,9,120.0,0.0,104.7,Dropout
2,11.0,9130,5,150.0,11.6,150.0,Enrolled
0,0.0,9085,90,110.0,0.0,110.0,Dropout
3,10.33333333,9670,9,120.0,11.25,129.1,Dropout
0,0.0,9003,6,133.1,0.0,120.0,Dropout
6,15.0,9773,5,133.1,14.33333333,127.0,Graduate
0,0.0,8014,9,133.1,0.0,151.5,Dropout
20,13.5,9500,4,130.0,13.5,126.8,Graduate
5,12.2,9254,9,160.0,12.66666667,140.8,Enrolled
7,11.34714286,9500,7,128.0,12.44428571,125.6,Graduate
3,11.33333333,9147,4,140.0,10.66666667,127.8,Dropout
0,0.0,171,2,120.0,0.0,120.0,Enrolled
5,12.4,9070,5,140.0,12.66666667,131.3,Graduate
5,14.83333333,9991,5,120.0,13.2,155.7,Graduate
11,12.18181818,9003,6,130.0,12.7,128.5,Graduate
5,14.8,9147,5,100.0,14.83333333,170.0,Graduate
1,12.0,9003,9,133.1,11.5,100.0,Dropout
0,0.0,9670,99,110.0,0.0,107.2,Dropout
0,0.0,9147,7,147.0,0.0,139.3,Dropout
2,12.5,9147,6,133.0,12.66666667,123.2,Enrolled
6,12.5,9254,8,137.0,14.71428571,122.3,Graduate
4,10.25,9773,4,124.0,13.66666667,127.9,Enrolled
2,13.5,9147,6,128.0,10.8,120.3,Enrolled
7,10.42857143,8014,4,120.0,10.5,128.5,Dropout
5,12.5,9003,7,133.1,15.0,150.0,Graduate
6,14.0,9773,9,142.0,12.66666667,136.1,Graduate
6,13.66666667,9773,0,100.0,13.16666667,128.0,Graduate
0,0.0,171,9,149.0,0.0,158.1,Graduate
6,12.5,8014,10,110.0,13.0,108.7,Graduate
0,0.0,171,7,133.1,0.0,110.0,Dropout
1,15.0,9238,9,133.1,10.0,120.0,Dropout
5,13.375,9085,1,150.0,13.33333333,150.0,Graduate
6,13.33333333,8014,1,133.1,12.33333333,113.0,Graduate
14,11.64285714,33,7,121.0,13.18181818,118.6,Graduate
7,13.07142857,9500,5,133.1,12.51333333,148.8,Graduate
0,0.0,9853,5,122.0,0.0,120.3,Dropout
7,13.58571429,9500,9,143.0,13.58571429,127.0,Graduate
8,11.425,9556,9,123.0,11.15555556,113.8,Graduate
5,12.0,8014,7,120.0,11.85714286,108.0,Graduate
0,0.0,171,7,114.0,0.0,129.1,Graduate
13,13.61538462,9070,7,114.0,14.0,135.9,Graduate
0,0.0,9773,5,154.4,12.0,154.4,Dropout
5,12.42,9500,4,190.0,11.575,190.0,Enrolled
8,13.0625,9500,2,136.0,13.19857143,132.5,Graduate
6,12.0,9085,9,163.3,13.5,163.3,Graduate
5,12.8,9670,3,126.0,13.33333333,122.5,Dropout
1,10.0,9119,171,122.0,14.25,121.0,Enrolled
4,12.0,9070,5,137.0,12.16666667,131.8,Graduate
7,12.21428571,9500,5,139.0,12.21428571,135.0,Graduate
6,13.0,9254,4,142.0,12.66666667,141.7,Graduate
6,13.5,9773,5,133.1,12.28571429,131.3,Graduate
6,13.0,9254,7,126.0,13.0,123.9,Graduate
6,11.16666667,9254,4,131.0,12.14285714,126.1,Graduate
7,13.08571429,9500,7,131.0,13.87571429,126.5,Graduate
0,0.0,9853,5,108.0,0.0,107.3,Dropout
0,0.0,9238,5,133.1,11.66666667,95.0,Dropout
3,11.0,9085,7,122.0,13.15384615,116.1,Graduate
6,12.83333333,9070,7,143.0,14.5,134.6,Dropout
8,13.65625,9500,7,135.0,14.44142857,128.0,Graduate
6,14.28571429,9773,6,148.0,15.16666667,144.2,Graduate
4,12.625,9147,8,134.0,11.6,129.5,Graduate
6,12.33333333,9773,7,122.0,11.66666667,116.8,Graduate
6,13.2,9003,6,160.0,12.625,160.0,Graduate
6,11.0,9238,5,126.0,12.66666667,127.1,Graduate
6,13.0,9130,6,138.0,12.83333333,126.3,Enrolled
6,13.14285714,9238,7,115.0,11.85714286,112.9,Graduate
4,10.75,9853,5,141.0,11.4,130.2,Enrolled
5,15.14285714,9130,2,100.0,14.85714286,100.0,Enrolled
6,15.83333333,9670,7,130.0,14.71428571,121.6,Graduate
5,13.0,9670,7,130.0,13.5,130.0,Graduate
5,12.4,9130,5,135.0,11.5,121.7,Graduate
0,0.0,9147,7,120.0,14.0,120.0,Dropout
0,0.0,9853,5,148.0,12.83333333,143.5,Dropout
8,14.75,9556,9,136.0,13.42857143,128.3,Graduate
0,0.0,9070,3,108.0,0.0,111.9,Dropout
4,11.5,9003,3,140.0,11.66666667,140.0,Enrolled
6,14.33333333,9773,8,153.0,16.0,137.6,Graduate
6,11.83333333,9238,5,135.0,13.83333333,135.0,Graduate
8,13.2325,9500,7,146.0,13.2325,133.8,Graduate
6,14.16666667,9773,9,130.0,14.0,126.9,Graduate
0,0.0,9254,3,113.0,10.0,106.7,Dropout
11,12.27272727,8014,9,145.7,13.33333333,145.7,Graduate
6,14.33333333,9070,4,145.0,12.5,153.1,Enrolled
6,11.5,8014,5,126.0,12.5,118.7,Graduate
0,0.0,9991,0,160.0,10.5,161.8,Dropout
3,11.33333333,9119,175,134.0,10.66666667,124.9,Enrolled
2,10.5,9119,8,163.0,10.5,150.8,Enrolled
5,11.4,9147,3,130.0,12.0,130.0,Graduate
0,0.0,171,2,165.0,0.0,163.6,Enrolled
2,10.66666667,9147,171,142.0,11.5,115.0,Enrolled
6,13.5,9773,10,156.0,14.0,136.8,Dropout
5,12.6,9853,7,141.0,13.5,130.9,Graduate
8,13.07375,9500,7,143.0,13.07375,127.0,Graduate
0,0.0,9500,10,133.1,10.75,120.0,Dropout
0,0.0,9238,4,133.0,12.0,126.0,Enrolled
6,13.33333333,9254,5,172.0,14.0,153.8,Graduate
6,13.42857143,9238,6,140.0,12.33333333,140.0,Graduate
8,14.78888889,9500,4,142.0,13.46428571,136.6,Graduate
5,11.2,8014,8,140.0,10.66666667,105.0,Enrolled
5,12.2,9147,7,133.1,11.6,139.4,Enrolled
6,14.66666667,9773,9,148.0,13.66666667,140.0,Graduate
8,14.4025,9500,7,137.0,14.4025,130.8,Graduate
8,16.3875,9500,9,143.0,15.46875,138.8,Graduate
6,14.16666667,9238,10,133.1,12.625,110.0,Graduate
6,14.98333333,9500,9,138.0,14.98333333,127.8,Graduate
6,13.0,9773,9,138.0,15.0,134.2,Graduate
7,14.14285714,8014,5,150.0,15.88888889,143.0,Graduate
3,11.0,9085,9,120.0,11.5,120.0,Dropout
1,10.0,9254,7,110.0,10.5,113.2,Dropout
6,13.98333333,9500,8,146.0,13.98333333,135.8,Graduate
6,12.83333333,9238,9,148.0,13.0,143.5,Graduate
6,13.0,9238,7,145.0,13.66666667,148.9,Graduate
0,0.0,9003,7,133.1,0.0,115.6,Dropout
5,15.4,9147,5,160.0,14.4,159.3,Graduate
4,11.25,9991,8,150.0,12.0,138.5,Enrolled
6,13.66666667,9853,4,130.0,14.16666667,133.2,Graduate
6,12.0,8014,0,120.0,12.2,117.6,Graduate
3,12.66666667,9147,5,115.0,12.0,108.7,Enrolled
1,11.0,9147,6,133.1,10.5,106.0,Enrolled
2,10.5,9853,10,120.0,12.33333333,122.6,Dropout
5,12.2,9853,9,134.0,12.2,127.4,Enrolled
0,0.0,9003,9,133.1,0.0,100.0,Dropout
6,13.16666667,9853,9,133.1,11.5,95.0,Enrolled
10,11.61538462,9147,8,130.0,10.88888889,130.0,Graduate
8,11.675,9556,5,120.0,12.16666667,122.8,Dropout
1,12.0,9147,7,115.0,10.0,115.0,Enrolled
6,12.16666667,9070,9,135.0,12.66666667,145.9,Graduate
5,12.2,9070,9,133.1,11.4,143.0,Dropout
0,0.0,171,9,145.0,0.0,100.0,Dropout
4,12.0,9085,5,130.0,13.0,121.3,Enrolled
5,12.0,9853,7,118.0,13.4,121.2,Enrolled
5,12.8,9853,9,138.0,13.5,125.1,Dropout
3,11.33333333,9254,9,122.0,12.25,112.9,Enrolled
6,12.83333333,9238,8,126.0,12.28571429,120.8,Graduate
0,0.0,9085,8,121.0,0.0,114.0,Dropout
1,13.0,9238,5,152.0,10.5,132.1,Dropout
5,12.0,9085,192,160.0,14.0,160.0,Graduate
5,12.2,9085,5,134.0,14.2,134.0,Graduate
6,13.14285714,9773,7,128.0,13.0,124.2,Dropout
4,12.75,9254,5,125.0,11.0,115.6,Graduate
2,10.0,9991,9,130.0,11.0,128.2,Dropout
8,13.75555556,9500,8,138.0,12.38571429,132.8,Graduate
4,12.25,9773,5,121.0,14.75,123.1,Graduate
5,15.83333333,9130,5,134.0,16.16666667,125.6,Graduate
0,0.0,9991,9,130.0,0.0,115.0,Dropout
3,13.0,9119,9,126.0,12.4,123.6,Dropout
4,13.0,9130,9,148.0,11.6,141.7,Dropout
0,0.0,9853,7,160.0,12.2,139.0,Dropout
5,12.8,9254,4,118.0,11.0,118.0,Graduate
5,12.4,9853,5,150.0,12.33333333,142.0,Dropout
6,12.57142857,9238,5,140.0,14.83333333,143.4,Graduate
10,11.9,9070,2,100.0,11.55555556,115.9,Enrolled
6,11.83333333,9070,9,110.0,12.0,105.1,Graduate
10,12.6,8014,193,140.0,12.72727273,138.0,Graduate
1,11.0,9991,8,133.1,10.5,114.7,Dropout
6,12.0,9773,9,140.0,12.33333333,130.5,Graduate
1,12.0,9991,9,110.0,0.0,134.3,Dropout
8,14.38888889,9500,3,148.0,14.84285714,137.5,Graduate
7,12.2,9500,4,137.0,12.2,125.3,Enrolled
4,11.75,9147,7,120.0,10.8,111.3,Enrolled
5,14.33333333,9991,5,120.0,12.75,144.8,Enrolled
1,12.0,9991,7,130.0,11.0,152.1,Dropout
0,0.0,9254,5,132.0,10.75,126.1,Dropout
8,12.55375,9500,4,130.0,12.55375,136.0,Graduate
7,12.66571429,9500,4,128.0,12.66571429,124.3,Graduate
4,13.0,9670,5,132.0,12.71428571,129.9,Enrolled
0,0.0,9556,4,133.1,11.75,136.1,Dropout
0,0.0,9254,9,120.0,11.0,115.1,Dropout
0,0.0,171,2,145.0,0.0,143.6,Graduate
5,12.2,9147,7,127.0,13.4,115.8,Graduate
17,12.11764706,171,7,135.0,12.57894737,149.0,Graduate
0,0.0,9119,9,133.1,0.0,100.0,Dropout
6,11.5,9773,9,125.0,12.0,133.4,Graduate
0,0.0,9670,2,127.0,12.33333333,122.8,Dropout
3,13.5,9991,4,133.1,11.5,151.2,Dropout
5,13.83333333,9003,4,150.0,12.8,137.0,Graduate
0,0.0,171,7,133.1,0.0,118.0,Dropout
7,12.14285714,9070,7,150.0,13.28571429,126.4,Enrolled
2,12.0,9003,5,130.0,11.8,130.0,Dropout
2,13.5,8014,10,133.1,11.33333333,112.5,Dropout
5,12.002,9500,8,125.0,12.002,118.3,Dropout
8,13.22222222,9500,8,127.0,13.97666667,121.4,Enrolled
1,11.0,9003,10,140.0,15.2,140.0,Dropout
6,14.16666667,9670,5,110.0,13.14285714,109.0,Graduate
0,0.0,9147,7,133.1,0.0,110.0,Dropout
7,13.86714286,9500,1,124.0,13.86714286,119.8,Graduate
6,12.675,9500,9,114.0,12.675,130.0,Graduate
0,0.0,171,10,155.0,0.0,167.3,Graduate
6,12.5,9853,9,114.0,12.0,111.9,Enrolled
0,0.0,171,5,133.1,0.0,136.0,Dropout
5,12.2,9254,3,125.0,11.0,124.0,Dropout
4,11.33333333,9991,9,120.0,10.75,132.9,Dropout
6,14.16666667,9773,7,100.0,14.2,154.0,Graduate
4,11.575,9500,5,133.1,12.6,115.0,Dropout
0,0.0,9991,5,120.0,0.0,96.0,Dropout
5,14.16666667,9991,3,120.0,14.0,168.2,Graduate
4,12.25,9773,10,110.0,10.0,140.0,Dropout
6,13.125,9070,9,144.0,13.83333333,137.4,Graduate
1,11.0,9991,4,133.1,11.0,150.0,Dropout
7,11.63571429,9500,7,133.1,11.63571429,100.5,Enrolled
0,0.0,8014,9,133.1,12.25,148.5,Dropout
5,11.28571429,9119,5,138.0,12.5,123.3,Enrolled
5,13.66666667,9991,4,120.0,13.8,138.7,Graduate
1,11.0,9254,8,120.0,12.0,117.2,Dropout
4,12.5,9991,99,160.0,11.0,114.3,Enrolled
